region_name,state_name,year,month,date,avg_rent,avg_income_median,rent_to_income_pct,burden_category,data_points
"Washington, DC",VA,2026,4,2026-04-30,2374.541743372212,,,Affordable,1
"Raleigh, NC",NC,2026,4,2026-04-30,1674.325141846725,,,Affordable,1
"Tucson, AZ",AZ,2026,4,2026-04-30,1445.753368972046,,,Affordable,1
"Omaha, NE",NE,2026,4,2026-04-30,1431.4132611120976,,,Affordable,1
"Greensboro, NC",NC,2026,4,2026-04-30,1423.897848019967,,,Affordable,1
"Deltona, FL",FL,2026,4,2026-04-30,1781.5572942651752,,,Affordable,1
"Bend, OR",OR,2026,4,2026-04-30,2164.6130252100843,,,Affordable,1
"Punta Gorda, FL",FL,2026,4,2026-04-30,1919.6466727093516,,,Affordable,1
"Battle Creek, MI",MI,2026,4,2026-04-30,1163.8649237472766,,,Affordable,1
"Mansfield, OH",OH,2026,4,2026-04-30,904.7279761904762,,,Affordable,1
"Altoona, PA",PA,2026,4,2026-04-30,1019.8888888888888,,,Affordable,1
"St. Joseph, MO",MO,2026,4,2026-04-30,914.3833333333332,,,Affordable,1
"Bluefield, WV",VA,2026,4,2026-04-30,859.7916666666666,,,Affordable,1
"Hot Springs, AR",AR,2026,4,2026-04-30,1199.3055555555557,,,Affordable,1
"Paducah, KY",KY,2026,4,2026-04-30,1209.638888888889,,,Affordable,1
"Beaver Dam, WI",WI,2026,4,2026-04-30,1232.875,,,Affordable,1
"Helena, MT",MT,2026,4,2026-04-30,1675.580808080808,,,Affordable,1
"Plattsburgh, NY",NY,2026,4,2026-04-30,1300.0,,,Affordable,1
"Huntsville, TX",TX,2026,4,2026-04-30,1345.1525252525253,,,Affordable,1
"Jefferson, GA",GA,2026,4,2026-04-30,2033.1167312219943,,,Affordable,1
"St. Louis, MO",MO,2026,4,2026-04-30,1436.1095778368297,,,Affordable,1
"Elko, NV",NV,2026,4,2026-04-30,1660.95,,,Affordable,1
"Ponca City, OK",OK,2026,4,2026-04-30,836.2777777777778,,,Affordable,1
"St. Marys, PA",PA,2026,4,2026-04-30,900.0,,,Affordable,1
"Albert Lea, MN",MN,2026,4,2026-04-30,960.0,,,Affordable,1
"Las Vegas, NV",NV,2026,4,2026-04-30,1733.6222183048612,,,Affordable,1
"Santa Rosa, CA",CA,2026,4,2026-04-30,2615.1516723545587,,,Affordable,1
"Asheville, NC",NC,2026,4,2026-04-30,1725.6590473702545,,,Affordable,1
"Manchester, NH",NH,2026,4,2026-04-30,2119.409593682828,,,Affordable,1
"Columbus, GA",GA,2026,4,2026-04-30,1248.9042969671898,,,Affordable,1
"Fargo, ND",ND,2026,4,2026-04-30,1141.881184175302,,,Affordable,1
"Barnstable Town, MA",MA,2026,4,2026-04-30,2786.883333333333,,,Affordable,1
"Coeur d'Alene, ID",ID,2026,4,2026-04-30,1761.945123960135,,,Affordable,1
"Danville, VA",VA,2026,4,2026-04-30,1177.0648148148148,,,Affordable,1
"Charleston, SC",SC,2026,4,2026-04-30,2001.591054665083,,,Affordable,1
"Scranton, PA",PA,2026,4,2026-04-30,1339.172398902662,,,Affordable,1
"Vallejo, CA",CA,2026,4,2026-04-30,2385.0156737382545,,,Affordable,1
"Clarksburg, WV",WV,2026,4,2026-04-30,1050.7380952380952,,,Affordable,1
"North Wilkesboro, NC",NC,2026,4,2026-04-30,1275.0,,,Affordable,1
"Red Bluff, CA",CA,2026,4,2026-04-30,1573.625,,,Affordable,1
"Shelton, WA",WA,2026,4,2026-04-30,1700.809523809524,,,Affordable,1
"Scottsboro, AL",AL,2026,4,2026-04-30,1250.0,,,Affordable,1
"Ca-¦on City, CO",CO,2026,4,2026-04-30,1460.1851851851852,,,Affordable,1
"Ellensburg, WA",WA,2026,4,2026-04-30,1629.507326007326,,,Affordable,1
"McMinnville, TN",TN,2026,4,2026-04-30,961.9777777777776,,,Affordable,1
"La Grande, OR",OR,2026,4,2026-04-30,1222.111111111111,,,Affordable,1
"Altus, OK",OK,2026,4,2026-04-30,810.0,,,Affordable,1
"Shreveport, LA",LA,2026,4,2026-04-30,1336.6479763986088,,,Affordable,1
"Eugene, OR",OR,2026,4,2026-04-30,1786.3947436708347,,,Affordable,1
"Lake Havasu City, AZ",AZ,2026,4,2026-04-30,1504.0517361111113,,,Affordable,1
"Quincy, IL",IL,2026,4,2026-04-30,998.75,,,Affordable,1
"Mount Pleasant, MI",MI,2026,4,2026-04-30,1063.3333333333333,,,Affordable,1
"Lewiston, ID",ID,2026,4,2026-04-30,1235.5555555555557,,,Affordable,1
"Calhoun, GA",GA,2026,4,2026-04-30,1637.25,,,Affordable,1
"Danville, KY",KY,2026,4,2026-04-30,1363.3333333333333,,,Affordable,1
"Gloversville, NY",NY,2026,4,2026-04-30,1063.888888888889,,,Affordable,1
"Bartlesville, OK",OK,2026,4,2026-04-30,1158.7777777777776,,,Affordable,1
"New Castle, IN",IN,2026,4,2026-04-30,924.1666666666666,,,Affordable,1
"Cedartown, GA",GA,2026,4,2026-04-30,1197.5,,,Affordable,1
"Moscow, ID",ID,2026,4,2026-04-30,1176.548611111111,,,Affordable,1
"Berlin, NH",NH,2026,4,2026-04-30,1374.1666666666667,,,Affordable,1
"Hood River, OR",OR,2026,4,2026-04-30,3038.611111111111,,,Affordable,1
"Greenville, SC",SC,2026,4,2026-04-30,1548.9983916526182,,,Affordable,1
"Knoxville, TN",TN,2026,4,2026-04-30,1740.7060996371683,,,Affordable,1
"Poughkeepsie, NY",NY,2026,4,2026-04-30,2187.9335146822905,,,Affordable,1
"Lexington, KY",KY,2026,4,2026-04-30,1500.7967287882364,,,Affordable,1
"Kennewick, WA",WA,2026,4,2026-04-30,1693.935710629722,,,Affordable,1
"Kalamazoo, MI",MI,2026,4,2026-04-30,1293.8235104669886,,,Affordable,1
"Bellingham, WA",WA,2026,4,2026-04-30,2051.5188935723595,,,Affordable,1
"Torrington, CT",CT,2026,4,2026-04-30,1792.3416666666665,,,Affordable,1
"Abilene, TX",TX,2026,4,2026-04-30,1737.6441372247823,,,Affordable,1
"State College, PA",PA,2026,4,2026-04-30,1705.624374176548,,,Affordable,1
"Springfield, OH",OH,2026,4,2026-04-30,1179.6962962962962,,,Affordable,1
"Wenatchee, WA",WA,2026,4,2026-04-30,1820.388333333333,,,Affordable,1
"Muncie, IN",IN,2026,4,2026-04-30,966.0276755719084,,,Affordable,1
"Orangeburg, SC",SC,2026,4,2026-04-30,1333.8666666666666,,,Affordable,1
"Palatka, FL",FL,2026,4,2026-04-30,1320.3333333333333,,,Affordable,1
"Oneonta, NY",NY,2026,4,2026-04-30,1433.188888888889,,,Affordable,1
"Hannibal, MO",MO,2026,4,2026-04-30,1100.0,,,Affordable,1
"Gaffney, SC",SC,2026,4,2026-04-30,1018.1666666666666,,,Affordable,1
"Toledo, OH",OH,2026,4,2026-04-30,1255.5995527933972,,,Affordable,1
"Modesto, CA",CA,2026,4,2026-04-30,2028.009918164028,,,Affordable,1
"Jacksonville, FL",FL,2026,4,2026-04-30,1692.38269454904,,,Affordable,1
"Visalia, CA",CA,2026,4,2026-04-30,1732.8506054618229,,,Affordable,1
"Appleton, WI",WI,2026,4,2026-04-30,1226.937922705314,,,Affordable,1
"Champaign, IL",IL,2026,4,2026-04-30,1387.695066045066,,,Affordable,1
"Hilo, HI",HI,2026,4,2026-04-30,2932.8894736842103,,,Affordable,1
"Monroe, MI",MI,2026,4,2026-04-30,1335.35,,,Affordable,1
"Hammond, LA",LA,2026,4,2026-04-30,1329.3269927536232,,,Affordable,1
"Augusta, ME",ME,2026,4,2026-04-30,1475.5629877369008,,,Affordable,1
"Lumberton, NC",NC,2026,4,2026-04-30,1076.6666666666667,,,Affordable,1
"Sheboygan, WI",WI,2026,4,2026-04-30,1125.4809523809524,,,Affordable,1
"Zanesville, OH",OH,2026,4,2026-04-30,1034.1555555555556,,,Affordable,1
"Georgetown, SC",SC,2026,4,2026-04-30,1796.8222222222223,,,Affordable,1
"Enid, OK",OK,2026,4,2026-04-30,1151.898148148148,,,Affordable,1
"Gillette, WY",WY,2026,4,2026-04-30,1208.486111111111,,,Affordable,1
"Heber, UT",UT,2026,4,2026-04-30,3322.5480190307776,,,Affordable,1
"Sandusky, OH",OH,2026,4,2026-04-30,1482.2222222222224,,,Affordable,1
"Barre, VT",VT,2026,4,2026-04-30,1591.1111111111113,,,Affordable,1
"Fernley, NV",NV,2026,4,2026-04-30,1764.388888888889,,,Affordable,1
"North Platte, NE",NE,2026,4,2026-04-30,1015.5,,,Affordable,1
"Lincoln, NE",NE,2026,4,2026-04-30,1333.698228971012,,,Affordable,1
"Rockford, IL",IL,2026,4,2026-04-30,1278.1711211263669,,,Affordable,1
"Seattle, WA",WA,2026,4,2026-04-30,2207.724603059154,,,Affordable,1
"Charlotte, NC",NC,2026,4,2026-04-30,1733.421030249324,,,Affordable,1
"Portland, OR",OR,2026,4,2026-04-30,1788.9096780417156,,,Affordable,1
"Kapaa, HI",HI,2026,4,2026-04-30,5254.522222222222,,,Affordable,1
"Dublin, GA",GA,2026,4,2026-04-30,1019.5833333333334,,,Affordable,1
"Martinsville, VA",VA,2026,4,2026-04-30,875.9166666666666,,,Affordable,1
"Fergus Falls, MN",MN,2026,4,2026-04-30,988.75,,,Affordable,1
"Ottawa, IL",IL,2026,4,2026-04-30,1190.892857142857,,,Affordable,1
"Pottsville, PA",PA,2026,4,2026-04-30,1245.2962962962963,,,Affordable,1
"Waco, TX",TX,2026,4,2026-04-30,1401.3333333333333,,,Affordable,1
"Joplin, MO",MO,2026,4,2026-04-30,1271.8015432098766,,,Affordable,1
"Santa Fe, NM",NM,2026,4,2026-04-30,1984.667040769583,,,Affordable,1
"Dalton, GA",GA,2026,4,2026-04-30,1399.5324074074076,,,Affordable,1
"Lewiston, ME",ME,2026,4,2026-04-30,1494.2186609686607,,,Affordable,1
"Keene, NH",NH,2026,4,2026-04-30,1797.0555555555557,,,Affordable,1
"Coos Bay, OR",OR,2026,4,2026-04-30,1692.5,,,Affordable,1
"Milledgeville, GA",GA,2026,4,2026-04-30,1299.1666666666667,,,Affordable,1
"Juneau, AK",AK,2026,4,2026-04-30,2183.75,,,Affordable,1
"Breckenridge, CO",CO,2026,4,2026-04-30,3247.698412698413,,,Affordable,1
"Missoula, MT",MT,2026,4,2026-04-30,1521.5308385308383,,,Affordable,1
"Richmond, KY",KY,2026,4,2026-04-30,1092.0014430014432,,,Affordable,1
"Tullahoma, TN",TN,2026,4,2026-04-30,1439.611111111111,,,Affordable,1
"Shelby, NC",NC,2026,4,2026-04-30,1222.9603174603176,,,Affordable,1
"Oak Harbor, WA",WA,2026,4,2026-04-30,2026.7740146563676,,,Affordable,1
"Batesville, AR",AR,2026,4,2026-04-30,937.5,,,Affordable,1
"Blackfoot, ID",ID,2026,4,2026-04-30,1113.1666666666667,,,Affordable,1
"Willmar, MN",MN,2026,4,2026-04-30,1098.75,,,Affordable,1
"Rock Springs, WY",WY,2026,4,2026-04-30,1013.7166666666668,,,Affordable,1
"El Campo, TX",TX,2026,4,2026-04-30,1331.9444444444443,,,Affordable,1
"Peru, IN",IN,2026,4,2026-04-30,962.5,,,Affordable,1
"Yankton, SD",SD,2026,4,2026-04-30,1050.0,,,Affordable,1
"Kingsport, TN",TN,2026,4,2026-04-30,1327.412091933831,,,Affordable,1
"Fort Smith, AR",AR,2026,4,2026-04-30,1021.3225037289134,,,Affordable,1
"Odessa, TX",TX,2026,4,2026-04-30,1612.2772486772485,,,Affordable,1
"Traverse City, MI",MI,2026,4,2026-04-30,1930.3148148148148,,,Affordable,1
"Oklahoma City, OK",OK,2026,4,2026-04-30,1392.1889673666064,,,Affordable,1
"Salt Lake City, UT",UT,2026,4,2026-04-30,1630.6070463434862,,,Affordable,1
"Rochester, NY",NY,2026,4,2026-04-30,1576.1527273964905,,,Affordable,1
"Grand Rapids, MI",MI,2026,4,2026-04-30,1628.5567707730042,,,Affordable,1
"Dayton, OH",OH,2026,4,2026-04-30,1331.4393439536468,,,Affordable,1
"Provo, UT",UT,2026,4,2026-04-30,1809.7509588120083,,,Affordable,1
"Palm Bay, FL",FL,2026,4,2026-04-30,1899.903172515406,,,Affordable,1
"Jefferson City, MO",MO,2026,4,2026-04-30,1000.7645687645688,,,Affordable,1
"Santa Maria, CA",CA,2026,4,2026-04-30,3369.0105549938467,,,Affordable,1
"Tallahassee, FL",FL,2026,4,2026-04-30,1538.1522537558892,,,Affordable,1
"Macon, GA",GA,2026,4,2026-04-30,1214.1762065095395,,,Affordable,1
"St. Cloud, MN",MN,2026,4,2026-04-30,1245.6722222222222,,,Affordable,1
"Saginaw, MI",MI,2026,4,2026-04-30,1035.3370370370371,,,Affordable,1
"Yuba City, CA",CA,2026,4,2026-04-30,1953.0296296296297,,,Affordable,1
"Idaho Falls, ID",ID,2026,4,2026-04-30,1408.3670843776108,,,Affordable,1
"Morristown, TN",TN,2026,4,2026-04-30,1466.7063492063492,,,Affordable,1
"LaGrange, GA",GA,2026,4,2026-04-30,1317.521645021645,,,Affordable,1
"Ashtabula, OH",OH,2026,4,2026-04-30,906.25,,,Affordable,1
"Opelousas, LA",LA,2026,4,2026-04-30,987.5,,,Affordable,1
"Ontario, OR",OR,2026,4,2026-04-30,1513.8833333333332,,,Affordable,1
"Athens, TN",TN,2026,4,2026-04-30,1252.638888888889,,,Affordable,1
"Nogales, AZ",AZ,2026,4,2026-04-30,1615.0,,,Affordable,1
"Tahlequah, OK",OK,2026,4,2026-04-30,1220.0,,,Affordable,1
"Easton, MD",MD,2026,4,2026-04-30,2288.0,,,Affordable,1
"Mountain Home, ID",ID,2026,4,2026-04-30,1478.611111111111,,,Affordable,1
"Portales, NM",NM,2026,4,2026-04-30,895.9126984126984,,,Affordable,1
"Atchison, KS",KS,2026,4,2026-04-30,1233.3333333333337,,,Affordable,1
"Roanoke, VA",VA,2026,4,2026-04-30,1385.3010633720576,,,Affordable,1
"Pittsburgh, PA",PA,2026,4,2026-04-30,1507.4519937871653,,,Affordable,1
"Panama City, FL",FL,2026,4,2026-04-30,1677.248037793401,,,Affordable,1
"Madison, WI",WI,2026,4,2026-04-30,1696.2220410123537,,,Affordable,1
"Cleveland, OH",OH,2026,4,2026-04-30,1440.7020669794863,,,Affordable,1
"Hartford, CT",CT,2026,4,2026-04-30,1940.1308709514292,,,Affordable,1
"Salinas, CA",CA,2026,4,2026-04-30,2853.144503039466,,,Affordable,1
"Hickory, NC",NC,2026,4,2026-04-30,1416.4845064898018,,,Affordable,1
"Prescott Valley, AZ",AZ,2026,4,2026-04-30,1856.668888888889,,,Affordable,1
"Iowa City, IA",IA,2026,4,2026-04-30,1376.2529707368535,,,Affordable,1
"Hattiesburg, MS",MS,2026,4,2026-04-30,1394.1846180639284,,,Affordable,1
"Pueblo, CO",CO,2026,4,2026-04-30,1312.8498168498168,,,Affordable,1
"La Crosse, WI",WI,2026,4,2026-04-30,1125.0627705627703,,,Affordable,1
"Grand Forks, ND",MN,2026,4,2026-04-30,1161.375694444445,,,Affordable,1
"Bloomsburg, PA",PA,2026,4,2026-04-30,1295.8721833721831,,,Affordable,1
"Brownsville, TX",TX,2026,4,2026-04-30,1462.7928036016274,,,Affordable,1
"Laredo, TX",TX,2026,4,2026-04-30,1361.3795093795095,,,Affordable,1
"Elkhart, IN",IN,2026,4,2026-04-30,1169.4277777777777,,,Affordable,1
"Sebastian, FL",FL,2026,4,2026-04-30,2176.362028742068,,,Affordable,1
"Homosassa Springs, FL",FL,2026,4,2026-04-30,1712.1201712465154,,,Affordable,1
"Sioux City, IA",IA,2026,4,2026-04-30,1146.3909090909092,,,Affordable,1
"Staunton, VA",VA,2026,4,2026-04-30,1510.6983144134847,,,Affordable,1
"California, MD",MD,2026,4,2026-04-30,1807.0445344129555,,,Affordable,1
"Michigan City, IN",IN,2026,4,2026-04-30,1176.607142857143,,,Affordable,1
"Columbus, IN",IN,2026,4,2026-04-30,1362.4722222222224,,,Affordable,1
"Jasper, AL",AL,2026,4,2026-04-30,1109.0,,,Affordable,1
"Hudson, NY",NY,2026,4,2026-04-30,2124.6031746031745,,,Affordable,1
"St. Marys, GA",GA,2026,4,2026-04-30,1537.1676691729324,,,Affordable,1
"New Haven, CT",CT,2026,4,2026-04-30,2128.8739498200653,,,Affordable,1
"Montrose, CO",CO,2026,4,2026-04-30,1906.428571428572,,,Affordable,1
"Crawfordsville, IN",IN,2026,4,2026-04-30,1027.8666666666666,,,Affordable,1
"Watertown, SD",SD,2026,4,2026-04-30,1078.7037037037037,,,Affordable,1
"Spearfish, SD",SD,2026,4,2026-04-30,1512.5,,,Affordable,1
"Steamboat Springs, CO",CO,2026,4,2026-04-30,3087.9166666666665,,,Affordable,1
"Sevierville, TN",TN,2026,4,2026-04-30,1780.5776556776557,,,Affordable,1
"Richmond, IN",IN,2026,4,2026-04-30,861.6666666666666,,,Affordable,1
"Gardnerville Ranchos, NV",NV,2026,4,2026-04-30,2511.5079365079364,,,Affordable,1
"Red Wing, MN",MN,2026,4,2026-04-30,1413.8333333333333,,,Affordable,1
"Hutchinson, MN",MN,2026,4,2026-04-30,1070.8333333333333,,,Affordable,1
"Brookings, SD",SD,2026,4,2026-04-30,1314.7079772079771,,,Affordable,1
"Lewisburg, TN",TN,2026,4,2026-04-30,1698.125,,,Affordable,1
"Prineville, OR",OR,2026,4,2026-04-30,1564.2777777777776,,,Affordable,1
"Jamestown, ND",ND,2026,4,2026-04-30,1015.611111111111,,,Affordable,1
"Austin, TX",TX,2026,4,2026-04-30,1603.6026487146676,,,Affordable,1
"Des Moines, IA",IA,2026,4,2026-04-30,1287.108489350156,,,Affordable,1
"New Bern, NC",NC,2026,4,2026-04-30,1551.0418803418804,,,Affordable,1
"Pinehurst, NC",NC,2026,4,2026-04-30,1849.154360259624,,,Affordable,1
"Cape Girardeau, MO",MO,2026,4,2026-04-30,947.563492063492,,,Affordable,1
"Port Angeles, WA",WA,2026,4,2026-04-30,2135.486111111111,,,Affordable,1
"Roswell, NM",NM,2026,4,2026-04-30,1396.1666666666667,,,Affordable,1
"Buffalo, NY",NY,2026,4,2026-04-30,1417.3461745658735,,,Affordable,1
"Birmingham, AL",AL,2026,4,2026-04-30,1421.6780351031914,,,Affordable,1
"McAllen, TX",TX,2026,4,2026-04-30,1123.4560462034672,,,Affordable,1
"Baton Rouge, LA",LA,2026,4,2026-04-30,1369.4918512628744,,,Affordable,1
"Reading, PA",PA,2026,4,2026-04-30,1511.8347928710707,,,Affordable,1
"Corpus Christi, TX",TX,2026,4,2026-04-30,1406.8631214665777,,,Affordable,1
"Clarksville, TN",TN,2026,4,2026-04-30,1341.798399231832,,,Affordable,1
"Norwich, CT",CT,2026,4,2026-04-30,1937.8491723817872,,,Affordable,1
"College Station, TX",TX,2026,4,2026-04-30,1515.1129001370748,,,Affordable,1
"Daphne, AL",AL,2026,4,2026-04-30,1677.8612513078049,,,Affordable,1
"Jacksonville, NC",NC,2026,4,2026-04-30,1510.6218257552946,,,Affordable,1
"East Stroudsburg, PA",PA,2026,4,2026-04-30,1896.685586515308,,,Affordable,1
"Texarkana, TX",TX,2026,4,2026-04-30,1101.9126984126983,,,Affordable,1
"Sherman, TX",TX,2026,4,2026-04-30,1426.904852979443,,,Affordable,1
"Williamsport, PA",PA,2026,4,2026-04-30,1046.2045454545453,,,Affordable,1
"Cullman, AL",AL,2026,4,2026-04-30,1385.8287037037037,,,Affordable,1
"New Castle, PA",PA,2026,4,2026-04-30,1119.7407407407406,,,Affordable,1
"Clearlake, CA",CA,2026,4,2026-04-30,1608.162962962963,,,Affordable,1
"Alamogordo, NM",NM,2026,4,2026-04-30,1488.1666666666667,,,Affordable,1
"Mount Vernon, OH",OH,2026,4,2026-04-30,1245.0,,,Affordable,1
"Walla Walla, WA",WA,2026,4,2026-04-30,1518.5988529014846,,,Affordable,1
"Glasgow, KY",KY,2026,4,2026-04-30,1012.5,,,Affordable,1
"Ashland, OH",OH,2026,4,2026-04-30,867.138888888889,,,Affordable,1
"Burley, ID",ID,2026,4,2026-04-30,1372.2222222222224,,,Affordable,1
"Henderson, NC",NC,2026,4,2026-04-30,958.75,,,Affordable,1
"Kirksville, MO",MO,2026,4,2026-04-30,778.5449735449735,,,Affordable,1
"Hailey, ID",ID,2026,4,2026-04-30,2817.0,,,Affordable,1
"Bemidji, MN",MN,2026,4,2026-04-30,1450.8333333333333,,,Affordable,1
"Ada, OK",OK,2026,4,2026-04-30,1087.559523809524,,,Affordable,1
"Owatonna, MN",MN,2026,4,2026-04-30,1130.0,,,Affordable,1
"Laramie, WY",WY,2026,4,2026-04-30,1149.1723411723412,,,Affordable,1
"Fredericksburg, TX",TX,2026,4,2026-04-30,2141.6666666666665,,,Affordable,1
"Florence, AL",AL,2026,4,2026-04-30,1204.867724867725,,,Affordable,1
"Bloomington, IL",IL,2026,4,2026-04-30,1420.3077030812326,,,Affordable,1
"Wausau, WI",WI,2026,4,2026-04-30,1006.8105263157896,,,Affordable,1
"Port St. Lucie, FL",FL,2026,4,2026-04-30,2315.941211534648,,,Affordable,1
"Gulfport, MS",MS,2026,4,2026-04-30,1426.1396938601508,,,Affordable,1
"Wilmington, NC",NC,2026,4,2026-04-30,1679.4861747629363,,,Affordable,1
"Columbia, SC",SC,2026,4,2026-04-30,1536.994905935347,,,Affordable,1
"Boise City, ID",ID,2026,4,2026-04-30,1813.193157496504,,,Affordable,1
"Reno, NV",NV,2026,4,2026-04-30,1936.590803902931,,,Affordable,1
"Evansville, IN",IN,2026,4,2026-04-30,1075.8410256410257,,,Affordable,1
"Kingston, NY",NY,2026,4,2026-04-30,2178.184762605815,,,Affordable,1
"Jackson, TN",TN,2026,4,2026-04-30,1409.9626984126985,,,Affordable,1
"Bangor, ME",ME,2026,4,2026-04-30,1533.715538847118,,,Affordable,1
"Holland, MI",MI,2026,4,2026-04-30,1840.3333333333333,,,Affordable,1
"Decatur, IL",IL,2026,4,2026-04-30,1017.9629629629628,,,Affordable,1
"Bay City, MI",MI,2026,4,2026-04-30,1181.2129629629628,,,Affordable,1
"Centralia, WA",WA,2026,4,2026-04-30,1482.6455026455026,,,Affordable,1
"Aberdeen, WA",WA,2026,4,2026-04-30,1462.1645021645024,,,Affordable,1
"Roanoke Rapids, NC",NC,2026,4,2026-04-30,996.6666666666666,,,Affordable,1
"Norwalk, OH",OH,2026,4,2026-04-30,1509.1666666666667,,,Affordable,1
"Pittsburg, KS",KS,2026,4,2026-04-30,857.421568627451,,,Affordable,1
"Sulphur Springs, TX",TX,2026,4,2026-04-30,1368.75,,,Affordable,1
"McPherson, KS",KS,2026,4,2026-04-30,1025.5555555555554,,,Affordable,1
"Hanford, CA",CA,2026,4,2026-04-30,1971.5820962663067,,,Affordable,1
"Cleveland, TN",TN,2026,4,2026-04-30,1411.5209822361546,,,Affordable,1
"Clovis, NM",NM,2026,4,2026-04-30,1190.5561840120663,,,Affordable,1
"San Antonio, TX",TX,2026,4,2026-04-30,1397.5904115985188,,,Affordable,1
"Huntsville, AL",AL,2026,4,2026-04-30,1368.525213528559,,,Affordable,1
"Topeka, KS",KS,2026,4,2026-04-30,1210.8130193059626,,,Affordable,1
"Oshkosh, WI",WI,2026,4,2026-04-30,1129.746666666667,,,Affordable,1
"Concord, NH",NH,2026,4,2026-04-30,1964.7135327635328,,,Affordable,1
"Lebanon, PA",PA,2026,4,2026-04-30,1381.627976190476,,,Affordable,1
"Bismarck, ND",ND,2026,4,2026-04-30,1303.4150117508814,,,Affordable,1
"The Villages, FL",FL,2026,4,2026-04-30,1748.7775528565005,,,Affordable,1
"Goldsboro, NC",NC,2026,4,2026-04-30,1372.202380952381,,,Affordable,1
"Brunswick, GA",GA,2026,4,2026-04-30,1652.6682916117695,,,Affordable,1
"Gettysburg, PA",PA,2026,4,2026-04-30,1236.1666666666667,,,Affordable,1
"Pine Bluff, AR",AR,2026,4,2026-04-30,816.6666666666666,,,Affordable,1
"Indianapolis, IN",IN,2026,4,2026-04-30,1516.665774226932,,,Affordable,1
"Rexburg, ID",ID,2026,4,2026-04-30,1170.086247086247,,,Affordable,1
"Eagle Pass, TX",TX,2026,4,2026-04-30,1256.5277777777776,,,Affordable,1
"Edwards, CO",CO,2026,4,2026-04-30,3630.904761904762,,,Affordable,1
"Mason City, IA",IA,2026,4,2026-04-30,903.75,,,Affordable,1
"Norfolk, NE",NE,2026,4,2026-04-30,1170.5555555555554,,,Affordable,1
"Cornelia, GA",GA,2026,4,2026-04-30,1437.5,,,Affordable,1
"Sedalia, MO",MO,2026,4,2026-04-30,958.5555555555557,,,Affordable,1
"Mountain Home, AR",AR,2026,4,2026-04-30,1085.4166666666667,,,Affordable,1
"Jackson, WY",WY,2026,4,2026-04-30,3481.888888888889,,,Affordable,1
"Meridian, MS",MS,2026,4,2026-04-30,1359.3333333333333,,,Affordable,1
"Casper, WY",WY,2026,4,2026-04-30,1316.7063492063492,,,Affordable,1
"Granbury, TX",TX,2026,4,2026-04-30,1678.5043094160744,,,Affordable,1
"Enterprise, AL",AL,2026,4,2026-04-30,1398.8756613756614,,,Affordable,1
"Kerrville, TX",TX,2026,4,2026-04-30,1695.936507936508,,,Affordable,1
"Winona, MN",MN,2026,4,2026-04-30,1243.1984126984128,,,Affordable,1
"Mount Vernon, IL",IL,2026,4,2026-04-30,750.0,,,Affordable,1
"Great Bend, KS",KS,2026,4,2026-04-30,797.2222222222222,,,Affordable,1
"Los Angeles, CA",CA,2026,4,2026-04-30,2891.567893320407,,,Affordable,1
"Minneapolis, MN",MN,2026,4,2026-04-30,1698.393860296128,,,Affordable,1
"Dallas, TX",TX,2026,4,2026-04-30,1660.1623766201476,,,Affordable,1
"Providence, RI",RI,2026,4,2026-04-30,2154.424405382855,,,Affordable,1
"Allentown, PA",PA,2026,4,2026-04-30,1825.378337147216,,,Affordable,1
"Spokane, WA",WA,2026,4,2026-04-30,1535.6505477662197,,,Affordable,1
"Adrian, MI",MI,2026,4,2026-04-30,1120.8333333333333,,,Affordable,1
"Lafayette, LA",LA,2026,4,2026-04-30,1364.5613191672892,,,Affordable,1
"Savannah, GA",GA,2026,4,2026-04-30,1774.386142165112,,,Affordable,1
"Lynchburg, VA",VA,2026,4,2026-04-30,1324.2877906976744,,,Affordable,1
"Racine, WI",WI,2026,4,2026-04-30,1460.2946859903384,,,Affordable,1
"Redding, CA",CA,2026,4,2026-04-30,1610.1407345107934,,,Affordable,1
"Ames, IA",IA,2026,4,2026-04-30,1021.4775533108868,,,Affordable,1
"Weirton, WV",OH,2026,4,2026-04-30,857.7333333333332,,,Affordable,1
"Twin Falls, ID",ID,2026,4,2026-04-30,1602.517560870502,,,Affordable,1
"Sebring, FL",FL,2026,4,2026-04-30,1533.4567230273751,,,Affordable,1
"Findlay, OH",OH,2026,4,2026-04-30,1289.292328042328,,,Affordable,1
"Levelland, TX",TX,2026,4,2026-04-30,1000.0,,,Affordable,1
"Phoenix, AZ",AZ,2026,4,2026-04-30,1740.5393169255483,,,Affordable,1
"Freeport, IL",IL,2026,4,2026-04-30,1017.4126984126984,,,Affordable,1
"Columbus, MS",MS,2026,4,2026-04-30,1382.3584656084656,,,Affordable,1
"Grand Island, NE",NE,2026,4,2026-04-30,1277.3643162393162,,,Affordable,1
"Talladega, AL",AL,2026,4,2026-04-30,1388.3333333333333,,,Affordable,1
"Grants Pass, OR",OR,2026,4,2026-04-30,1605.1010101010104,,,Affordable,1
"New Philadelphia, OH",OH,2026,4,2026-04-30,878.125,,,Affordable,1
"Lima, OH",OH,2026,4,2026-04-30,1183.65873015873,,,Affordable,1
"Lawrence, KS",KS,2026,4,2026-04-30,1333.8356261022927,,,Affordable,1
"Bennington, VT",VT,2026,4,2026-04-30,1526.7222222222224,,,Affordable,1
"Midland, TX",TX,2026,4,2026-04-30,1587.7852953074434,,,Affordable,1
