date,rent_burden,lower_95,upper_95,is_forecast,metric,projection_name,debt_billions,survival_score,category
2015-01-01,28.0,,,False,rent_burden_pct,rent_burden,,,
2015-02-01,28.09438772788854,,,False,rent_burden_pct,rent_burden,,,
2015-03-01,28.182502853607275,,,False,rent_burden_pct,rent_burden,,,
2015-04-01,28.25518538668601,,,False,rent_burden_pct,rent_burden,,,
2015-05-01,28.332149219658422,,,False,rent_burden_pct,rent_burden,,,
2015-06-01,28.423549994132767,,,False,rent_burden_pct,rent_burden,,,
2015-07-01,28.518933373159374,,,False,rent_burden_pct,rent_burden,,,
2015-08-01,28.60704849887811,,,False,rent_burden_pct,rent_burden,,,
2015-09-01,28.713085345082018,,,False,rent_burden_pct,rent_burden,,,
2015-10-01,28.797815256931326,,,False,rent_burden_pct,rent_burden,,,
2015-11-01,28.869203443530573,,,False,rent_burden_pct,rent_burden,,,
2015-12-01,28.94586858116157,,,False,rent_burden_pct,rent_burden,,,
2016-01-01,29.0431436973505,,,False,rent_burden_pct,rent_burden,,,
2016-02-01,29.134444906711046,,,False,rent_burden_pct,rent_burden,,,
2016-03-01,29.219473513901775,,,False,rent_burden_pct,rent_burden,,,
2016-04-01,29.31167080928658,,,False,rent_burden_pct,rent_burden,,,
2016-05-01,29.408647230134093,,,False,rent_burden_pct,rent_burden,,,
2016-06-01,29.50174061154315,,,False,rent_burden_pct,rent_burden,,,
2016-07-01,29.589955302375692,,,False,rent_burden_pct,rent_burden,,,
2016-08-01,29.673291302631718,,,False,rent_burden_pct,rent_burden,,,
2016-09-01,29.773453807121044,,,False,rent_burden_pct,rent_burden,,,
2016-10-01,29.890940641412683,,,False,rent_burden_pct,rent_burden,,,
2016-11-01,29.991302276129623,,,False,rent_burden_pct,rent_burden,,,
2016-12-01,30.095646515398812,,,False,rent_burden_pct,rent_burden,,,
2017-01-01,30.18376164111755,,,False,rent_burden_pct,rent_burden,,,
2017-02-01,30.273768503998603,,,False,rent_burden_pct,rent_burden,,,
2017-03-01,30.35620841823037,,,False,rent_burden_pct,rent_burden,,,
2017-04-01,30.436258769730784,,,False,rent_burden_pct,rent_burden,,,
2017-05-01,30.53861170672385,,,False,rent_burden_pct,rent_burden,,,
2017-06-01,30.63429378109187,,,False,rent_burden_pct,rent_burden,,,
2017-07-01,30.71484195816132,,,False,rent_burden_pct,rent_burden,,,
2017-08-01,30.826155755396965,,,False,rent_burden_pct,rent_burden,,,
2017-09-01,30.899634809386143,,,False,rent_burden_pct,rent_burden,,,
2017-10-01,30.997606881371716,,,False,rent_burden_pct,rent_burden,,,
2017-11-01,31.093687216194972,,,False,rent_burden_pct,rent_burden,,,
2017-12-01,31.20987970400714,,,False,rent_burden_pct,rent_burden,,,
2018-01-01,31.316314810666263,,,False,rent_burden_pct,rent_burden,,,
2018-02-01,31.379140397478157,,,False,rent_burden_pct,rent_burden,,,
2018-03-01,31.451125974760238,,,False,rent_burden_pct,rent_burden,,,
2018-04-01,31.558158472102207,,,False,rent_burden_pct,rent_burden,,,
2018-05-01,31.63840795383023,,,False,rent_burden_pct,rent_burden,,,
2018-06-01,31.722142214541485,,,False,rent_burden_pct,rent_burden,,,
2018-07-01,31.82519210733119,,,False,rent_burden_pct,rent_burden,,,
2018-08-01,31.946462415947487,,,False,rent_burden_pct,rent_burden,,,
2018-09-01,32.01645669095344,,,False,rent_burden_pct,rent_burden,,,
2018-10-01,32.10447225155837,,,False,rent_burden_pct,rent_burden,,,
2018-11-01,32.22255647653286,,,False,rent_burden_pct,rent_burden,,,
2018-12-01,32.29971943973288,,,False,rent_burden_pct,rent_burden,,,
2019-01-01,32.38992543284156,,,False,rent_burden_pct,rent_burden,,,
2019-02-01,32.480131425950226,,,False,rent_burden_pct,rent_burden,,,
2019-03-01,32.611457811060966,,,False,rent_burden_pct,rent_burden,,,
2019-04-01,32.73860246139185,,,False,rent_burden_pct,rent_burden,,,
2019-05-01,32.81835411755084,,,False,rent_burden_pct,rent_burden,,,
2019-06-01,32.947987895726875,,,False,rent_burden_pct,rent_burden,,,
2019-07-01,33.04914605135426,,,False,rent_burden_pct,rent_burden,,,
2019-08-01,33.133378137634544,,,False,rent_burden_pct,rent_burden,,,
2019-09-01,33.24678280226013,,,False,rent_burden_pct,rent_burden,,,
2019-10-01,33.31030534486866,,,False,rent_burden_pct,rent_burden,,,
2019-11-01,33.40250264025346,,,False,rent_burden_pct,rent_burden,,,
2019-12-01,33.49549645654872,,,False,rent_burden_pct,rent_burden,,,
2020-01-01,33.61228633504372,,,False,rent_burden_pct,rent_burden,,,
2020-02-01,33.70169580724194,,,False,rent_burden_pct,rent_burden,,,
2020-03-01,33.80255526752791,,,False,rent_burden_pct,rent_burden,,,
2020-04-01,33.874540844809985,,,False,rent_burden_pct,rent_burden,,,
2020-05-01,33.95240076380666,,,False,rent_burden_pct,rent_burden,,,
2020-06-01,34.003875927644614,,,False,rent_burden_pct,rent_burden,,,
2020-07-01,34.082333237324114,,,False,rent_burden_pct,rent_burden,,,
2020-08-01,34.1159862457907,,,False,rent_burden_pct,rent_burden,,,
2020-09-01,34.14944012402968,,,False,rent_burden_pct,rent_burden,,,
2020-10-01,34.20081572275383,,,False,rent_burden_pct,rent_burden,,,
2020-11-01,34.22361613381551,,,False,rent_burden_pct,rent_burden,,,
2020-12-01,34.262844788655265,,,False,rent_burden_pct,rent_burden,,,
2021-01-01,34.299086490080825,,,False,rent_burden_pct,rent_burden,,,
2021-02-01,34.359821209502776,,,False,rent_burden_pct,rent_burden,,,
2021-03-01,34.4154781081206,,,False,rent_burden_pct,rent_burden,,,
2021-04-01,34.485074122671335,,,False,rent_burden_pct,rent_burden,,,
2021-05-01,34.57318924839007,,,False,rent_burden_pct,rent_burden,,,
2021-06-01,34.655629162621835,,,False,rent_burden_pct,rent_burden,,,
2021-07-01,34.73358864673231,,,False,rent_burden_pct,rent_burden,,,
2021-08-01,34.84609722533363,,,False,rent_burden_pct,rent_burden,,,
2021-09-01,34.977821870899604,,,False,rent_burden_pct,rent_burden,,,
2021-10-01,35.1236847626261,,,False,rent_burden_pct,rent_burden,,,
2021-11-01,35.267456786962654,,,False,rent_burden_pct,rent_burden,,,
2021-12-01,35.40415968821896,,,False,rent_burden_pct,rent_burden,,,
2022-01-01,35.585666890688174,,,False,rent_burden_pct,rent_burden,,,
2022-02-01,35.78748537637391,,,False,rent_burden_pct,rent_burden,,,
2022-03-01,35.941910867887756,,,False,rent_burden_pct,rent_burden,,,
2022-04-01,36.148309348808596,,,False,rent_burden_pct,rent_burden,,,
2022-05-01,36.37870302215679,,,False,rent_burden_pct,rent_burden,,,
2022-06-01,36.6614679453672,,,False,rent_burden_pct,rent_burden,,,
2022-07-01,36.9302937526447,,,False,rent_burden_pct,rent_burden,,,
2022-08-01,37.19722782275987,,,False,rent_burden_pct,rent_burden,,,
2022-09-01,37.49900968270731,,,False,rent_burden_pct,rent_burden,,,
2022-10-01,37.76415158077398,,,False,rent_burden_pct,rent_burden,,,
2022-11-01,38.05657432002361,,,False,rent_burden_pct,rent_burden,,,
2022-12-01,38.35716139860538,,,False,rent_burden_pct,rent_burden,,,
